"2","89484","14707"
"3","100","6155"
"4","8870","14666"
"5","16597","14668"
"6","22580","14669"
"7","6214","6553"
"8","6427","14673"
"9","7714","14670"
"10","9827","14671"
"11","14766","14672"
"12","8074","14674"
"13","4745","14667"
"14","5905","11377"
"15","19258","12408"
"16","49591","14579"
"17","75401","14695"
"18","44490","14696"
"19","22321","14697"
"20","36181","14907"
"21","26836","14700"
"22","198","14702"
"23","15224","14412"
"24","20277","14703"
"25","13086","14878"
"26","11843","14399"
"27","16183","14690"
"28","17358","14689"
"29","15759","14691"
"30","21379","14692"
"35","10487","14580"
"36","17267","14694"
"37","18111","14704"
"38","16419","14713"
"39","35757","14714"
"40","37145","14715"
"41","21214","14717"
"43","61","14719"
"44","12179","14705"
"45","12626","14128"
"46","15586","14708"
"47","5462","14710"
"48","9847","14716"
"49","595","14021"
"50","592","14654"
"51","170","14645"
"52","515","14652"
"53","286","14655"
"54","299","4869"
"55","209","14658"
"56","517","14633"
"57","597","14635"
"58","489","14636"
"59","894","14637"
"60","164","14638"
"61","231","14910"
"62","792","14640"
"63","73","9369"
"64","482","14642"
"65","2385","14751"
"66","3114","14171"
"67","351","14742"
"68","201","153"
"69","21","14743"
"70","38007","14818"
"71","4234","55"
"72","3581","14750"
"73","273","14724"
"74","5","14793"
"75","215","14675"
"76","2513","14684"
"77","209","14685"
"78","1310","2808"
"79","12716","14679"
"80","5630","14680"
"81","6050","14681"
"82","3642","14682"
"83","482","14788"
"84","994","14791"
"85","591","4000"
"86","11","14790"
"87","71","14723"
"88","1031","1660"
"89","658","14721"
"90","161","12137"
"91","383","14647"
"92","94","14646"
"93","168","14643"
"94","41","14650"
"95","119","14693"
"96","109","1522"
"97","19971","14741"
"98","9425","14392"
"99","37493","11317"
"100","28729","14632"
"101","8168","9353"
"102","25808","14619"
"103","53121","9346"
"104","135553","10013"
"105","2625","10830"
"106","9649","14871"
"107","20313","14842"
"108","10014","14738"
"109","784","14019"
"110","95944","580"
"111","6362","14727"
"112","1","14706"
"113","104428","14300"
"114","385","14825"
"115","1801","11495"
"116","28","14789"
"117","22","7632"
"118","23297","6009"
"119","5842","14593"
"120","56","14733"
"121","2732","14591"
"122","2807","14796"
"123","8875","14746"
"124","4411","14744"
"125","4760","14909"
"126","905","581"
"127","1143","8555"
"128","616","14906"
"129","1484","14594"
"130","7825","14595"
"131","119","14660"
"132","133","14772"
"133","490","14732"
"134","8241","14827"
"135","99","14644"
"136","51","11847"
"137","10","1264"
"138","329","14662"
"139","9574","12365"
"140","1880","1514"
"141","1806","14777"
"142","4541","14779"
"143","1826","14776"
"144","4088","8523"
"145","3329","9239"
"146","19","14745"
"147","10651","14747"
"148","127785","12804"
"149","61937","10183"
"150","10324","14506"
"151","21271","14709"
"152","144402","14913"
"153","62","670"
"154","1502","12799"
"155","28712","13947"
"156","34530","14518"
"157","573169","14837"
"158","2","14770"
"159","263","14740"
"160","3985","14912"
"161","60","1372"
"162","2910","14778"
"163","3214","6018"
"164","6000","12298"
"165","1069","1465"
"166","628","1182"
"167","1831","4559"
"168","58","14664"
"169","396","12404"
"170","610","14653"
"171","26","12797"
"172","15092","6975"
"173","127","6976"
"174","42893","14801"
"175","58551","14737"
"176","102714","14812"
"177","49248","14712"
"178","575","14649"
"179","106","14749"
"181","1177","14752"
"182","272","767"
"183","227","14759"
"184","1314","14760"
"185","678","14761"
"186","632","14762"
"187","1156","14763"
"188","1311","14764"
"189","625","14753"
"190","569","10015"
"191","817","14754"
"192","331","11209"
"193","1152","14755"
"194","603","14756"
"195","837","14757"
"196","1457","14758"
"197","246","1072"
"198","7","13461"
"199","34128","12320"
"200","680","14492"
"201","2673","14592"
"202","1","10074"
"203","4856","14908"
"204","1642","14844"
"205","70705","14551"
"206","349","14559"
"207","444","14267"
"208","72248","14560"
"209","39","14677"
"210","25","14686"
"211","133","14687"
"212","200","11593"
"213","309","14270"
"214","67083","14845"
"215","429","14546"
"216","381","14547"
"217","344","14846"
"218","61","14847"
"219","7115","14848"
"220","1269","14849"
"221","52722","14850"
"222","528","14851"
"223","523","14555"
"224","493","14556"
"225","401","14557"
"226","681","14852"
"227","30","14676"
"228","140","1507"
"229","151","2095"
"231","11827","14678"
"232","7670","5791"
"233","447","6010"
"234","1074","14346"
"235","828","14773"
"236","255","14641"
"237","30150","4206"
"238","3303","4772"
"239","590","9760"
"240","450","14766"
"241","317","14736"
"242","636","11050"
"243","14567","14765"
"244","929","14634"
"245","42","14771"
"246","1254","11976"
"247","92","14783"
"248","19","14782"
"249","18","14780"
"250","257","9351"
"251","208920","14841"
"252","17602","14805"
"253","8496","14808"
"254","18618","14807"
"255","248","14838"
"256","205","14839"
"257","462","14651"
"258","13","14781"
"259","304","13073"
"260","15","4028"
"261","43","14817"
"262","22861","4543"
"263","15","9493"
"264","81262","14269"
"265","198","14701"
"266","4079","14718"
"267","130","4566"
"268","48","12297"
"269","266","14543"
"270","564","14911"
"271","9537","12894"
"272","384","12592"
"273","351","14822"
"274","24543","13443"
"275","181","7146"
"276","712","14648"
"277","4614","6158"
"278","11504","12446"
"279","14911","14711"
"280","5262","14826"
"281","65450","14683"
"282","63","5724"
"283","24235","14834"
"284","20288","10382"
"285","29","13926"
"286","62","8142"
"287","120","14534"
"288","132","14819"
"289","68","14447"
"290","155","14584"
"291","118","14795"
"292","23","6403"
"293","74437","14656"
"294","852","14792"
"295","13533","9986"
"296","24760","11989"
"297","332","14659"
"298","4201","14809"
"299","327","9513"
"300","395","14661"
"301","19581","8375"
"302","13917","7909"
"303","506","12246"
"304","126","12481"
"305","191","8179"
"306","18733","14786"
"307","18736","14787"
"308","21287","14785"
"309","3345","8053"
"310","3","9552"
"311","128","14729"
"312","2476","10397"
"313","138","8790"
"314","8182","14784"
"315","8075","14800"
"316","221754","14914"
"317","134443","14915"
"318","4","14853"
"319","9","14854"
"320","31","7922"
"321","15","14313"
"322","14","7921"
"323","48","13967"
"324","114662","14730"
"325","9","14735"
"326","1046","11289"
"327","23211","14803"
"328","47181","14820"
"329","1790","14903"
"330","104820","14299"
"331","23602","14840"
"332","1754","11866"
"333","2199","14731"
"334","152","14811"
"335","1317","8527"
"336","35","14816"
"337","11175","10627"
"338","13066","14242"
"339","76488","14769"
"340","68","9343"
"341","110","9689"
"342","120","9053"
"343","19815","9094"
"344","118562","14832"
"345","1624","9022"
"346","4245","14631"
"347","138","14586"
"348","4130","14831"
"349","29","12304"
"350","8952","14806"
"351","42","14608"
"352","94","14879"
"353","365","14885"
"354","554","14229"
"355","3253","13168"
"356","2408","10669"
"357","207","14725"
"358","8955","11321"
"359","16","12482"
"360","119","14621"
"361","6878","14587"
"362","100","13725"
"363","82","13269"
"364","19230","14830"
"365","753","14900"
"366","2369","14899"
"367","1640","14893"
"368","1051","12908"
"369","9","12907"
"370","86","11332"
"371","74","14624"
"372","16","14802"
"373","7","14734"
"374","159","11573"
"375","1210","14896"
"376","24607","14720"
"377","994","14894"
"378","345","14613"
"379","985","14617"
"380","312","14904"
"381","509","14892"
"382","5","12646"
"383","211","14799"
"384","56","14855"
"385","117","14860"
"386","44","14861"
"387","52","14863"
"388","52","14864"
"389","25","14865"
"390","220","14866"
"391","89","14867"
"392","6117","14835"
"393","43180","14836"
"394","265","12917"
"395","8084","14603"
"396","8","14856"
"397","28","14665"
"398","22","14868"
"399","6","14857"
"400","100","14901"
"401","87","14629"
"402","356","14869"
"403","102","14623"
"404","11564","14897"
"405","73","14916"
"406","1002","14598"
"407","37","14616"
"408","67","14902"
"409","21","14607"
"410","30","14774"
"411","3","14775"
"412","63","14862"
"413","49","14859"
"414","19","13674"
"415","13","14828"
"416","5601","14722"
"417","2283","14872"
"418","1294","14815"
"419","40","14858"
"420","560","14814"
"421","791","14898"
"422","19964","14073"
"423","1164","12626"
