"1","2","89484"
"2","2","89994"
"3","2","90644"
"4","2","91194"
"5","2","91844"
"6","3","100"
"7","3","200"
"8","3","300"
"9","3","400"
"10","3","500"
"13","3","600"
"14","3","700"
"15","3","800"
"16","3","900"
"17","2","94300"
"18","4","8870"
"19","3","1000"
"20","3","1100"
"21","3","1150"
"22","49","595"
"23","50","592"
"24","51","170"
"25","94","41"
"26","52","515"
"27","53","286"
"28","54","299"
"29","55","209"
"30","56","517"
"31","57","597"
"32","58","489"
"33","59","894"
"34","60","164"
"35","61","231"
"36","62","792"
"37","63","73"
"38","64","482"
"39","93","168"
"40","92","94"
"41","91","383"
"42","90","161"
"43","36","17267"
"44","36","17599"
"45","35","10487"
"46","35","10825"
"47","95","119"
"48","30","21379"
"49","30","21645"
"50","27","16183"
"51","27","16186"
"52","28","17358"
"53","28","17658"
"54","71","4234"
"55","71","4733"
"56","26","11843"
"57","26","12169"
"58","25","13086"
"59","25","13219"
"60","24","20277"
"61","24","20621"
"62","23","15224"
"63","23","15487"
"64","96","109"
"65","21","26836"
"66","21","27377"
"67","20","36181"
"68","19","22321"
"69","19","22483"
"70","18","44490"
"71","18","45394"
"72","17","75401"
"73","17","76178"
"74","16","49591"
"75","16","51059"
"76","66","3114"
"77","97","19971"
"78","97","20379"
"79","75","215"
"80","75","1069"
"81","76","2513"
"82","79","12716"
"83","80","5630"
"84","81","6050"
"85","98","9425"
"86","82","3642"
"87","15","19258"
"88","15","19720"
"89","14","5905"
"90","14","5979"
"91","12","8074"
"92","12","8214"
"93","8","6427"
"94","8","6579"
"95","11","14766"
"96","11","14976"
"97","10","9827"
"98","10","9932"
"99","9","7714"
"100","9","7797"
"101","7","6214"
"102","7","6352"
"103","6","22580"
"104","6","22715"
"105","5","16597"
"106","5","16767"
"107","4","8976"
"108","100","28729"
"109","100","28956"
"110","101","8168"
"111","101","8652"
"112","102","25808"
"113","102","26527"
"114","103","53121"
"115","103","53631"
"116","104","135553"
"117","105","2625"
"118","105","3112"
"119","106","9649"
"120","106","10340"
"121","107","20313"
"122","108","10014"
"123","109","784"
"124","110","95944"
"125","110","96438"
"126","77","209"
"127","77","314"
"128","111","6362"
"129","111","6454"
"130","70","38007"
"131","47","5462"
"132","46","15586"
"133","46","15959"
"134","45","12626"
"135","45","12757"
"136","44","12179"
"137","44","12364"
"138","43","61"
"139","41","21214"
"140","41","21691"
"141","48","9847"
"142","40","37145"
"143","40","38247"
"144","39","35757"
"145","39","36435"
"146","38","16419"
"147","38","16540"
"148","113","104428"
"149","113","106538"
"150","37","18111"
"151","37","18521"
"152","68","201"
"153","68","284"
"154","67","351"
"155","86","11"
"156","86","15"
"157","84","994"
"158","83","482"
"159","85","591"
"160","85","866"
"161","108","10147"
"162","109","1054"
"163","69","21"
"164","69","34"
"165","73","273"
"166","73","383"
"167","115","1801"
"168","115","2218"
"169","67","647"
"170","116","28"
"171","116","55"
"172","47","5533"
"173","70","39579"
"174","78","1310"
"175","78","1689"
"176","84","972"
"177","89","658"
"178","87","71"
"179","117","22"
"180","117","28"
"181","118","23297"
"182","118","23302"
"183","119","5842"
"184","119","5975"
"185","88","1031"
"186","88","1283"
"187","87","57"
"188","120","56"
"189","121","2732"
"190","121","2783"
"191","122","2807"
"192","124","4411"
"193","125","4760"
"194","126","905"
"195","127","1143"
"196","128","616"
"197","129","1484"
"198","130","7825"
"199","130","8091"
"200","132","133"
"201","132","180"
"202","133","490"
"203","133","776"
"204","114","385"
"205","134","8241"
"206","2","95000"
"207","2","96000"
"208","2","96500"
"209","35","10867"
"210","106","6579"
"211","106","7482"
"212","139","9574"
"213","141","1806"
"214","147","10651"
"215","57","1128"
"216","56","1036"
"217","55","536"
"218","90","405"
"219","91","912"
"220","92","261"
"221","93","537"
"222","64","1033"
"223","63","112"
"224","62","1753"
"225","61","599"
"226","60","282"
"227","59","1785"
"228","58","1052"
"229","54","683"
"230","53","633"
"231","50","1321"
"232","52","1175"
"233","94","62"
"234","51","475"
"235","49","1664"
"236","135","99"
"237","4","9025"
"238","6","22817"
"239","7","6433"
"240","9","7893"
"241","10","10002"
"242","11","15081"
"243","8","6625"
"244","12","8291"
"245","13","4745"
"246","14","6010"
"247","15","20190"
"248","85","949"
"249","116","87"
"250","83","516"
"251","145","3329"
"252","144","4088"
"253","143","1826"
"254","142","4541"
"255","141","1918"
"256","132","186"
"257","117","31"
"258","118","23308"
"259","73","452"
"260","127","1148"
"261","128","621"
"262","129","1486"
"263","130","8161"
"264","119","6042"
"265","105","3333"
"266","101","8904"
"267","102","26897"
"268","103","53930"
"269","104","137747"
"270","100","29080"
"271","99","37493"
"272","106","11427"
"273","134","8279"
"274","114","558"
"275","107","24074"
"276","70","40129"
"277","125","4960"
"278","139","10644"
"279","66","3166"
"280","89","658"
"281","88","1402"
"282","87","80"
"283","123","8875"
"284","124","4502"
"285","47","5564"
"286","46","16125"
"287","45","12799"
"288","44","12469"
"289","43","94"
"290","41","21858"
"291","48","10788"
"292","39","36838"
"293","38","16758"
"294","113","107145"
"295","37","18784"
"296","36","17673"
"297","27","16219"
"298","28","17772"
"299","26","12332"
"300","25","13248"
"301","24","20800"
"302","23","15571"
"303","21","27591"
"304","20","36639"
"305","20","36766"
"306","19","22592"
"307","18","45772"
"308","17","76527"
"309","16","51480"
"310","78","1901"
"311","110","96803"
"312","111","6507"
"313","77","374"
"314","76","2700"
"315","75","1496"
"316","115","2455"
"317","122","2951"
"318","79","12835"
"319","80","5727"
"320","98","9466"
"321","96","198"
"322","133","825"
"323","120","57"
"324","108","10220"
"325","97","20611"
"326","109","1186"
"327","67","779"
"328","69","47"
"329","121","2800"
"330","30","21762"
"331","95","218"
"332","2","97000"
"333","144","4081"
"334","70","41349"
"335","160","3985"
"336","106","11901"
"337","105","3599"
"338","100","29181"
"339","104","141237"
"340","103","54278"
"341","102","27325"
"342","134","8389"
"343","101","9238"
"344","99","38334"
"345","159","263"
"346","114","1062"
"347","121","2825"
"348","73","549"
"349","118","23332"
"350","117","38"
"351","132","190"
"352","144","4091"
"353","145","3453"
"354","143","1853"
"355","141","2052"
"356","142","4669"
"357","162","2910"
"358","83","571"
"359","84","994"
"360","116","93"
"361","85","1069"
"362","86","22"
"363","115","2873"
"364","122","3118"
"365","93","1030"
"366","92","579"
"367","91","1391"
"368","90","715"
"369","136","51"
"370","137","10"
"371","153","62"
"372","49","3122"
"373","51","951"
"374","94","94"
"375","52","2010"
"376","50","2384"
"377","53","1055"
"378","55","1094"
"379","56","1805"
"380","57","1487"
"381","58","1788"
"382","59","3154"
"383","60","375"
"384","61","1247"
"385","62","2977"
"386","64","1728"
"387","131","119"
"388","138","329"
"389","146","19"
"390","4","9039"
"391","6","22888"
"392","7","6501"
"393","9","7990"
"394","10","10060"
"395","11","15188"
"396","8","6657"
"397","12","8359"
"398","13","4809"
"399","14","6024"
"400","15","20603"
"401","75","1948"
"402","76","2961"
"403","78","2179"
"404","79","12952"
"405","80","5812"
"406","98","9521"
"407","16","51802"
"408","17","76908"
"409","18","46133"
"410","19","22749"
"411","20","37022"
"412","21","27826"
"413","23","15716"
"414","24","20981"
"415","25","13281"
"416","26","12500"
"417","28","17913"
"418","27","16264"
"419","22","198"
"420","30","21905"
"421","95","275"
"422","36","17808"
"423","124","4587"
"424","123","9004"
"425","37","19055"
"426","113","108323"
"427","38","16990"
"428","39","37298"
"429","48","12040"
"430","41","21965"
"431","43","147"
"432","44","12622"
"433","46","16288"
"434","151","21271"
"435","47","5629"
"436","87","96"
"437","88","1569"
"438","89","667"
"439","133","889"
"440","120","58"
"441","108","10297"
"442","97","20780"
"443","77","423"
"444","110","97405"
"445","111","6616"
"446","109","1340"
"447","67","859"
"448","69","51"
"449","147","10787"
"450","66","3207"
"451","139","12897"
"452","125","5342"
"453","127","1158"
"454","128","627"
"455","129","1488"
"456","130","8320"
"457","157","573169"
"458","140","1880"
"459","135","165"
"460","164","6000"
"461","119","6134"
"462","165","1069"
"463","96","295"
"464","166","628"
"465","106","12078"
"466","105","3721"
"467","100","29243"
"468","104","143740"
"469","103","54419"
"470","102","27518"
"471","101","9425"
"472","99","39041"
"473","159","560"
"474","160","5792"
"475","134","8451"
"476","114","1481"
"477","119","6167"
"478","73","600"
"479","70","42251"
"480","158","2"
"481","117","41"
"482","132","191"
"483","144","4092"
"484","145","3481"
"485","143","1868"
"486","141","2137"
"487","162","2917"
"488","142","4684"
"489","115","3146"
"490","122","3194"
"491","93","1508"
"492","92","889"
"493","91","1855"
"494","90","984"
"495","135","186"
"496","136","91"
"497","153","102"
"498","49","4256"
"499","51","1460"
"500","52","2655"
"501","50","3359"
"502","53","1342"
"503","55","1662"
"504","56","2502"
"505","57","1817"
"506","58","2439"
"507","59","3470"
"508","60","428"
"509","61","1938"
"510","62","4002"
"511","64","2341"
"512","131","130"
"513","138","349"
"514","4","9042"
"515","6","22932"
"516","7","6547"
"517","9","8051"
"518","10","10070"
"519","11","15263"
"520","8","6667"
"521","12","8397"
"522","13","4847"
"523","14","6030"
"524","15","20793"
"525","75","2281"
"526","76","3059"
"527","78","2306"
"528","79","13009"
"529","98","9555"
"530","16","51943"
"531","17","77126"
"532","18","46283"
"533","19","22849"
"534","20","37095"
"535","21","27906"
"536","96","307"
"537","23","15767"
"538","24","21069"
"539","25","13330"
"540","26","12556"
"541","28","17972"
"542","27","16292"
"543","30","21980"
"544","95","287"
"545","36","17875"
"546","124","4634"
"547","123","9080"
"548","37","19153"
"549","113","109221"
"550","38","17115"
"551","39","37403"
"552","48","12493"
"553","41","22043"
"554","43","180"
"555","44","12707"
"556","46","16355"
"557","151","21280"
"558","47","5666"
"559","87","108"
"560","88","1606"
"561","89","680"
"562","111","6718"
"563","133","894"
"564","108","10344"
"565","97","20872"
"566","109","1425"
"567","67","862"
"568","69","54"
"569","147","10993"
"570","66","3214"
"571","139","13851"
"572","125","5629"
"573","127","1163"
"574","128","631"
"575","129","1490"
"576","164","6010"
"577","130","8430"
"578","140","2023"
"579","169","396"
"580","110","97465"
"581","126","966"
"582","77","458"
"583","83","605"
"584","85","1111"
"585","166","856"
"586","168","58"
"587","170","610"
"588","165","1111"
"589","80","5880"
"590","157","575349"
"591","53","1796"
"592","49","5591"
"593","51","2138"
"594","52","3704"
"595","50","4787"
"596","94","113"
"597","94","138"
"598","55","2500"
"599","56","3506"
"600","57","2315"
"601","58","3552"
"602","59","4299"
"603","60","486"
"604","61","2962"
"605","62","4804"
"606","64","3264"
"607","131","146"
"608","168","360"
"609","16","52188"
"610","17","77524"
"611","18","46524"
"612","19","23056"
"613","21","28007"
"614","23","15837"
"615","24","21239"
"616","25","13505"
"617","26","12642"
"618","28","18077"
"619","27","16339"
"620","36","17991"
"621","37","19286"
"622","113","111110"
"623","38","17343"
"624","39","37583"
"625","48","13271"
"626","41","22162"
"627","43","232"
"628","44","12841"
"629","46","16493"
"630","151","21291"
"631","177","49248"
"632","100","29372"
"633","104","148383"
"634","105","3945"
"635","106","12388"
"636","103","54572"
"637","102","27774"
"638","101","9720"
"639","99","40251"
"640","159","1122"
"641","160","9155"
"642","134","8665"
"643","114","2184"
"644","169","1083"
"645","121","2829"
"646","119","6217"
"647","73","669"
"648","70","43571"
"649","158","3"
"650","117","44"
"651","77","508"
"652","111","6899"
"653","145","3522"
"654","143","1888"
"655","141","2275"
"656","162","2931"
"657","142","4706"
"658","167","1831"
"659","83","661"
"660","116","106"
"661","85","1164"
"662","86","23"
"663","115","3719"
"664","122","3313"
"665","93","2219"
"666","92","1312"
"667","91","2541"
"668","90","1430"
"669","136","146"
"670","153","312"
"671","178","575"
"672","138","380"
"673","4","9051"
"674","6","22998"
"675","7","6627"
"676","9","8146"
"677","11","15405"
"678","8","6682"
"679","12","8443"
"680","13","4897"
"681","14","6040"
"682","15","21059"
"683","75","2929"
"684","76","3234"
"685","78","2569"
"686","79","13086"
"687","80","5944"
"688","98","9634"
"689","96","329"
"690","30","22121"
"691","166","1296"
"692","124","4680"
"693","123","9196"
"694","88","1654"
"695","87","127"
"696","89","707"
"697","133","904"
"698","108","10409"
"699","109","1556"
"700","97","21039"
"701","67","868"
"702","69","58"
"703","147","11545"
"704","66","3226"
"705","139","15340"
"706","125","6023"
"707","172","15092"
"708","127","1168"
"709","128","639"
"710","129","1492"
"711","164","6022"
"712","130","8571"
"713","173","127"
"714","140","2247"
"715","47","5730"
"716","135","229"
"717","95","287"
"718","112","1"
"719","2","97100"
"720","2","97300"
"721","165","1164"
"722","199","34128"
"723","199","34252"
"724","199","34306"
"725","199","34477"
"726","199","34595"
"727","200","680"
"728","201","2673"
"729","4","9060"
"730","49","6287"
"731","55","3439"
"732","55","4722"
"733","6","23052"
"734","7","6690"
"735","9","8213"
"736","11","15565"
"737","8","6690"
"738","12","8489"
"739","13","4939"
"740","14","6050"
"741","15","21256"
"742","52","4762"
"743","51","2831"
"744","136","183"
"745","137","16"
"746","50","6271"
"747","178","891"
"748","90","1916"
"749","93","2935"
"750","91","2937"
"751","92","1759"
"752","53","2212"
"753","64","4239"
"754","62","5462"
"755","61","3975"
"756","60","539"
"757","59","4406"
"758","135","245"
"759","56","4508"
"760","57","2698"
"761","58","4635"
"762","94","164"
"763","138","404"
"764","168","633"
"765","131","160"
"766","182","272"
"767","182","562"
"768","198","7"
"769","197","246"
"770","199","34723"
"771","171","26"
"772","165","1201"
"773","77","543"
"774","76","3347"
"775","75","3441"
"776","78","2851"
"777","98","9684"
"778","80","6018"
"779","79","13145"
"780","202","1"
"781","200","1506"
"782","160","11309"
"783","96","344"
"784","17","77875"
"785","36","18065"
"786","18","46686"
"787","30","22241"
"788","28","18133"
"789","25","13603"
"790","21","28070"
"791","20","37240"
"792","20","37260"
"793","19","23222"
"794","24","21368"
"795","26","12695"
"796","16","52464"
"797","46","16701"
"798","47","5765"
"799","48","13971"
"800","151","21315"
"801","113","112394"
"802","44","12930"
"803","43","267"
"804","177","49318"
"805","37","19377"
"806","38","17495"
"807","39","37701"
"808","41","22238"
"809","123","9273"
"810","124","4710"
"811","88","1681"
"812","87","141"
"813","89","767"
"814","73","720"
"815","111","7041"
"816","133","912"
"817","108","10454"
"818","97","21174"
"819","109","1662"
"820","67","871"
"821","147","12146"
"822","179","106"
"823","188","1311"
"824","187","1156"
"825","186","632"
"826","185","678"
"827","181","1177"
"828","189","625"
"829","191","817"
"830","196","1457"
"831","195","837"
"832","194","603"
"833","193","1152"
"834","158","4"
"835","143","1897"
"836","162","2942"
"837","141","2367"
"838","145","3533"
"839","142","4712"
"840","85","1201"
"841","83","710"
"842","115","3918"
"843","122","3384"
"844","130","8702"
"845","173","210"
"846","172","15138"
"847","169","1673"
"848","70","44755"
"849","134","8901"
"850","105","4118"
"851","103","54692"
"852","106","12668"
"853","159","1525"
"854","104","151190"
"855","100","29479"
"856","101","9952"
"857","99","41145"
"858","166","1817"
"859","102","27972"
"860","114","2760"
"861","139","16670"
"862","125","6306"
"863","119","6307"
"864","63","267"
"865","63","562"
"866","23","15893"
"867","184","1314"
"868","183","227"
"869","190","569"
"870","192","331"
